PROGRAMNAME,PROGRAMURL,CATALOGNAME,LASTUPDATED,NAME,KEYWORDS,DESCRIPTION,SKU,MANUFACTURER,MANUFACTURERID,UPC,ISBN,CURRENCY,SALEPRICE,PRICE,RETAILPRICE,FROMPRICE,BUYURL,IMPRESSIONURL,IMAGEURL,ADVERTISERCATEGORY,THIRDPARTYID,THIRDPARTYCATEGORY,AUTHOR,ARTIST,TITLE,PUBLISHER,LABEL,FORMAT,SPECIAL,GIFT,PROMOTIONALTEXT,STARTDATE,ENDDATE,OFFLINE,ONLINE,INSTOCK,CONDITION,WARRANTY,STANDARDSHIPPINGCOST
Birthday Express,http://www.birthdayexpress.com,Express Family – Product Catalog Feed,08/31/2013,Sweet Baby Boy Personalized Banner,"baby, baby shower, personalized,",Sweet Baby Boy Personalized Banner,191031,Party Destination,191031,,,USD,50.00,50.00,,,http://www.dpbolvw.net/click-7232845-10645522?url=http%3A%2F%2Fwww.CelebrateExpress.com%2FSweet-Baby-Boy-Personalized-Banner%2F71432%2FBannerDetail.aspx%3FREF%3DAFC-CELE-unk-unk-feed%5Bproduct%5D,http://www.awltovhc.com/image-7232845-10645522,"http://images.celebrateexpress.com/mgen/merchandiser/71432.jpg?zm=250,250,1,0,0",Baby Shower>Banners/Signs: Baby Shower/Baptism/Christening>Occasions: Baby Shower,,,,,,,,,,,,,,,,YES,New,,4.99
Birthday Express,http://www.birthdayexpress.com,Express Family – Product Catalog Feed,08/31/2013,Totally Fabulous Baby Shower Caucasian Personalized Banner,"Totally Fabulous Caucasian Personalized Banner, personalized banner, pod",Includes (1) personalized birthday banner.,209738,Party Destination,209738,,,USD,35.00,35.00,,,http://www.dpbolvw.net/click-7232845-10645522?url=http%3A%2F%2Fwww.CelebrateExpress.com%2FTotally-Fabulous-Baby-Shower-Caucasian-Personalized-Banner%2F80916%2FBannerDetail.aspx%3FREF%3DAFC-CELE-unk-unk-feed%5Bproduct%5D,http://www.awltovhc.com/image-7232845-10645522,"http://images.celebrateexpress.com/mgen/merchandiser/80916.jpg?zm=250,250,1,0,0",Baby Shower>Banners/Signs: Baby Shower/Baptism/Christening>Occasions: Baby Shower,,,,,,,,,,,,,,,,YES,New,,4.99
Birthday Express,http://www.birthdayexpress.com,Express Family – Product Catalog Feed,08/31/2013,Totally Fabulous Baby Shower Caucasian Personalized Banner,"Totally Fabulous Caucasian Personalized Banner, personalized banner, pod",Includes (1) personalized birthday banner.,209739,Party Destination,209739,,,USD,50.00,50.00,,,http://www.anrdoezrs.net/click-7232845-10645522?url=http%3A%2F%2Fwww.CelebrateExpress.com%2FTotally-Fabulous-Baby-Shower-Caucasian-Personalized-Banner%2F80916%2FBannerDetail.aspx%3FREF%3DAFC-CELE-unk-unk-feed%5Bproduct%5D,http://www.awltovhc.com/image-7232845-10645522,"http://images.celebrateexpress.com/mgen/merchandiser/80916.jpg?zm=250,250,1,0,0",Baby Shower>Banners/Signs: Baby Shower/Baptism/Christening>Occasions: Baby Shower,,,,,,,,,,,,,,,,YES,New,,4.99
Birthday Express,http://www.birthdayexpress.com,Express Family – Product Catalog Feed,08/31/2013,Mom's Citrus Garden Foil Balloon,"Mom's Citrus Garden 18"" Foil Balloon, mylar, mother's day, mothers day, mom","Includes 1 -18"" foil balloon.",202887,Party Destination,18789,030625864107,,USD,1.60,1.60,2.99,,http://www.tkqlhce.com/click-7232845-10645522?url=http%3A%2F%2Fwww.CelebrateExpress.com%2FMoms-Citrus-Garden-Foil-Balloon%2F75446%2FProductDetail.aspx%3FREF%3DAFC-CELE-unk-unk-feed%5Bproduct%5D,http://www.awltovhc.com/image-7232845-10645522,"http://images.celebrateexpress.com/mgen/merchandiser/75446.jpg?zm=250,250,1,0,0",Classic Themes>Foil Balloons: Mother's Day>Holidays: Classic Themes,,,,,,,,,,,,,,,,YES,New,,4.99
Birthday Express,http://www.birthdayexpress.com,Express Family – Product Catalog Feed,08/31/2013,Totally Fabulous Baby Shower Personalized Photo Banner,"Totally Fabulous Personalized Photo Banner, Totally Fabulous, Personalized Photo Banner, pod, mediaclip",Includes (1) personalized photo banner.,209740,Party Destination,209740,,,USD,30.00,30.00,,,http://www.anrdoezrs.net/click-7232845-10645522?url=http%3A%2F%2Fwww.CelebrateExpress.com%2FTotally-Fabulous-Baby-Shower-Personalized-Photo-Banner%2F80917%2FBannerDetail.aspx%3FREF%3DAFC-CELE-unk-unk-feed%5Bproduct%5D,http://www.awltovhc.com/image-7232845-10645522,"http://images.celebrateexpress.com/mgen/merchandiser/80917.jpg?zm=250,250,1,0,0",Baby Shower>Banners/Signs: Baby Shower/Baptism/Christening>Occasions: Baby Shower,,,,,,,,,,,,,,,,YES,New,,4.99
Birthday Express,http://www.birthdayexpress.com,Express Family – Product Catalog Feed,08/31/2013,Mom's Flight of Fancy Foil Balloon,"Mom's Flight of Fancy 18"" Foil Balloon, mylar, mother's day, mothers day, mom","Includes 1 -18"" foil balloon.",202888,Party Destination,19339,048419315292,,USD,1.60,1.60,2.99,,http://www.jdoqocy.com/click-7232845-10645522?url=http%3A%2F%2Fwww.CelebrateExpress.com%2FMoms-Flight-of-Fancy-Foil-Balloon%2F75447%2FProductDetail.aspx%3FREF%3DAFC-CELE-unk-unk-feed%5Bproduct%5D,http://www.awltovhc.com/image-7232845-10645522,"http://images.celebrateexpress.com/mgen/merchandiser/75447.jpg?zm=250,250,1,0,0",Classic Themes>Foil Balloons: Mother's Day>Holidays: Classic Themes,,,,,,,,,,,,,,,,YES,New,,4.99
Birthday Express,http://www.birthdayexpress.com,Express Family – Product Catalog Feed,08/31/2013,Totally Fabulous Baby Shower Personalized Photo Banner,"Totally Fabulous Personalized Photo Banner, Totally Fabulous, Personalized Photo Banner, pod, mediaclip",Includes (1) personalized photo banner.,209741,Party Destination,209741,,,USD,40.00,40.00,,,http://www.tkqlhce.com/click-7232845-10645522?url=http%3A%2F%2Fwww.CelebrateExpress.com%2FTotally-Fabulous-Baby-Shower-Personalized-Photo-Banner%2F80917%2FBannerDetail.aspx%3FREF%3DAFC-CELE-unk-unk-feed%5Bproduct%5D,http://www.awltovhc.com/image-7232845-10645522,"http://images.celebrateexpress.com/mgen/merchandiser/80917.jpg?zm=250,250,1,0,0",Baby Shower>Banners/Signs: Baby Shower/Baptism/Christening>Occasions: Baby Shower,,,,,,,,,,,,,,,,YES,New,,4.99
Birthday Express,http://www.birthdayexpress.com,Express Family – Product Catalog Feed,08/31/2013,Happy Mother's Day Floral Foil Balloon,"Happy Mother's Day Floral 18"" Foil Balloon, mylar, mother's day, mothers day, mom","Includes 1 -18"" foil balloon.",202889,Party Destination,42140,026635173117,,USD,1.60,1.60,2.99,,http://www.kqzyfj.com/click-7232845-10645522?url=http%3A%2F%2Fwww.CelebrateExpress.com%2FHappy-Mothers-Day-Floral-Foil-Balloon%2F75448%2FProductDetail.aspx%3FREF%3DAFC-CELE-unk-unk-feed%5Bproduct%5D,http://www.awltovhc.com/image-7232845-10645522,"http://images.celebrateexpress.com/mgen/merchandiser/75448.jpg?zm=250,250,1,0,0",Classic Themes>Foil Balloons: Mother's Day>Holidays: Classic Themes,,,,,,,,,,,,,,,,YES,New,,4.99
Birthday Express,http://www.birthdayexpress.com,Express Family – Product Catalog Feed,08/31/2013,Totally Fabulous Baby Shower Personalized Photo Banner,"Totally Fabulous Personalized Photo Banner, Totally Fabulous, Personalized Photo Banner, pod, mediaclip",Includes (1) personalized photo banner.,209742,Party Destination,209742,,,USD,60.00,60.00,,,http://www.jdoqocy.com/click-7232845-10645522?url=http%3A%2F%2Fwww.CelebrateExpress.com%2FTotally-Fabulous-Baby-Shower-Personalized-Photo-Banner%2F80917%2FBannerDetail.aspx%3FREF%3DAFC-CELE-unk-unk-feed%5Bproduct%5D,http://www.awltovhc.com/image-7232845-10645522,"http://images.celebrateexpress.com/mgen/merchandiser/80917.jpg?zm=250,250,1,0,0",Baby Shower>Banners/Signs: Baby Shower/Baptism/Christening>Occasions: Baby Shower,,,,,,,,,,,,,,,,YES,New,,4.99
Birthday Express,http://www.birthdayexpress.com,Express Family – Product Catalog Feed,08/31/2013,Leprechaun Photo Prop,"Leprechaun Photo Prop, st. patrick's day, st. patrick, photo standee",Includes (1) photo prop.,209719,Beistle Company,33732,034689337324,,USD,4.79,4.79,6.29,,http://www.kqzyfj.com/click-7232845-10645522?url=http%3A%2F%2Fwww.CelebrateExpress.com%2FLeprechaun-Photo-Prop%2F80904%2FPartyItemDetail.aspx%3FREF%3DAFC-CELE-unk-unk-feed%5Bproduct%5D,http://www.awltovhc.com/image-7232845-10645522,"http://images.celebrateexpress.com/mgen/merchandiser/80904.jpg?zm=250,250,1,0,0","Seasonal>Wall, Door and Window Decorations (cutouts/clings/scene setters/wall decals): St. Pats>Holidays: Seasonal",,,,,,,,,,,,,,,,YES,New,,4.99
Birthday Express,http://www.birthdayexpress.com,Express Family – Product Catalog Feed,08/31/2013,Safari Baby Personalized Banner,"baby, baby shower, personalized,",Safari Baby Personalized Banner,191018,Party Destination,191018,,,USD,35.00,35.00,,,http://www.jdoqocy.com/click-7232845-10645522?url=http%3A%2F%2Fwww.CelebrateExpress.com%2FSafari-Baby-Personalized-Banner%2F71428%2FBannerDetail.aspx%3FREF%3DAFC-CELE-unk-unk-feed%5Bproduct%5D,http://www.awltovhc.com/image-7232845-10645522,"http://images.celebrateexpress.com/mgen/merchandiser/71428.jpg?zm=250,250,1,0,0",Baby Shower>Banners/Signs: Baby Shower/Baptism/Christening>Occasions: Baby Shower,,,,,,,,,,,,,,,,YES,New,,4.99
Birthday Express,http://www.birthdayexpress.com,Express Family – Product Catalog Feed,08/31/2013,Safari Baby Personalized Banner,"baby, baby shower, personalized,",Safari Baby Personalized Banner,191019,Party Destination,191019,,,USD,50.00,50.00,,,http://www.kqzyfj.com/click-7232845-10645522?url=http%3A%2F%2Fwww.CelebrateExpress.com%2FSafari-Baby-Personalized-Banner%2F71428%2FBannerDetail.aspx%3FREF%3DAFC-CELE-unk-unk-feed%5Bproduct%5D,http://www.awltovhc.com/image-7232845-10645522,"http://images.celebrateexpress.com/mgen/merchandiser/71428.jpg?zm=250,250,1,0,0",Baby Shower>Banners/Signs: Baby Shower/Baptism/Christening>Occasions: Baby Shower,,,,,,,,,,,,,,,,YES,New,,4.99
Birthday Express,http://www.birthdayexpress.com,Express Family – Product Catalog Feed,08/31/2013,Sweet-As-Can-Bee Baby Personalized Banner,"baby, baby shower, personalized,",Sweet-As-Can-Bee Baby Personalized Banner,191023,Party Destination,191023,,,USD,26.00,26.00,,,http://www.tkqlhce.com/click-7232845-10645522?url=http%3A%2F%2Fwww.CelebrateExpress.com%2FSweet-As-Can-Bee-Baby-Personalized-Banner%2F71430%2FBannerDetail.aspx%3FREF%3DAFC-CELE-unk-unk-feed%5Bproduct%5D,http://www.awltovhc.com/image-7232845-10645522,"http://images.celebrateexpress.com/mgen/merchandiser/71430.jpg?zm=250,250,1,0,0",Baby Shower>Banners/Signs: Baby Shower/Baptism/Christening>Occasions: Baby Shower,,,,,,,,,,,,,,,,YES,New,,4.99
Birthday Express,http://www.birthdayexpress.com,Express Family – Product Catalog Feed,08/31/2013,Ladybugs: Oh So Sweet Baby Personalized Banner,"baby, baby shower, ladybug, personalized,",LadyBug: Oh So Sweet Baby Personalized Banner,191020,Party Destination,191020,,,USD,26.00,26.00,,,http://www.jdoqocy.com/click-7232845-10645522?url=http%3A%2F%2Fwww.CelebrateExpress.com%2FLadybugs-Oh-So-Sweet-Baby-Personalized-Banner%2F71429%2FBannerDetail.aspx%3FREF%3DAFC-CELE-unk-unk-feed%5Bproduct%5D,http://www.awltovhc.com/image-7232845-10645522,"http://images.celebrateexpress.com/mgen/merchandiser/71429.jpg?zm=250,250,1,0,0",Baby Shower>Banners/Signs: Baby Shower/Baptism/Christening>Birthday Party Supplies: Baby Shower,,,,,,,,,,,,,,,,YES,New,,4.99
Birthday Express,http://www.birthdayexpress.com,Express Family – Product Catalog Feed,08/31/2013,"Glittered Foil Eyeglasses ""30"" Asst.","30, 30th birthday, adult birthday, over the hill, oth, cardboard eyeglasses,","Includes 1 pair, made of cardboard with foil and glittered number ""30"". Assorted colors.",200490,Beistle Company,54840-30,034689548409,,USD,0.99,0.99,,,http://www.tkqlhce.com/click-7232845-10645522?url=http%3A%2F%2Fwww.CelebrateExpress.com%2FGlittered-Foil-Eyeglasses-30-Asst%2F73705%2FPartyItemDetail.aspx%3FREF%3DAFC-CELE-unk-unk-feed%5Bproduct%5D,http://www.awltovhc.com/image-7232845-10645522,"http://images.celebrateexpress.com/mgen/merchandiser/73705.jpg?zm=250,250,1,0,0",Over 21>Wearables (Beads/Bandannas/Vests/Leis/Hats/Sunglasses): OTH (OVER THE HILL)>Birthday Party Supplies: Over 21,,,,,,,,,,,,,,,,YES,New,,4.99
Birthday Express,http://www.birthdayexpress.com,Express Family – Product Catalog Feed,08/31/2013,Ladybugs: Oh So Sweet Baby Personalized Banner,"baby, baby shower, ladybug, personalized,",LadyBug: Oh So Sweet Baby Personalized Banner,191021,Party Destination,191021,,,USD,35.00,35.00,,,http://www.anrdoezrs.net/click-7232845-10645522?url=http%3A%2F%2Fwww.CelebrateExpress.com%2FLadybugs-Oh-So-Sweet-Baby-Personalized-Banner%2F71429%2FBannerDetail.aspx%3FREF%3DAFC-CELE-unk-unk-feed%5Bproduct%5D,http://www.awltovhc.com/image-7232845-10645522,"http://images.celebrateexpress.com/mgen/merchandiser/71429.jpg?zm=250,250,1,0,0",Baby Shower>Banners/Signs: Baby Shower/Baptism/Christening>Birthday Party Supplies: Baby Shower,,,,,,,,,,,,,,,,YES,New,,4.99
Birthday Express,http://www.birthdayexpress.com,Express Family – Product Catalog Feed,08/31/2013,Sweet-As-Can-Bee Baby Personalized Banner,"baby, baby shower, personalized,",Sweet-As-Can-Bee Baby Personalized Banner,191024,Party Destination,191024,,,USD,35.00,35.00,,,http://www.kqzyfj.com/click-7232845-10645522?url=http%3A%2F%2Fwww.CelebrateExpress.com%2FSweet-As-Can-Bee-Baby-Personalized-Banner%2F71430%2FBannerDetail.aspx%3FREF%3DAFC-CELE-unk-unk-feed%5Bproduct%5D,http://www.awltovhc.com/image-7232845-10645522,"http://images.celebrateexpress.com/mgen/merchandiser/71430.jpg?zm=250,250,1,0,0",Baby Shower>Banners/Signs: Baby Shower/Baptism/Christening>Occasions: Baby Shower,,,,,,,,,,,,,,,,YES,New,,4.99
Birthday Express,http://www.birthdayexpress.com,Express Family – Product Catalog Feed,08/31/2013,St. Patrick's Day Shamrock Cutouts,"St. Patrick's Day Shamrock Cutouts, st. patrick's day, st. patrick, shamrock, Halloweenclearance","Includes (3) assorted 12"" cutouts with suction cups.",209722,,994172,073525868974,,USD,3.19,3.19,4.99,,http://www.kqzyfj.com/click-7232845-10645522?url=http%3A%2F%2Fwww.CelebrateExpress.com%2FSt-Patricks-Day-Shamrock-Cutouts%2F80907%2FPartyItemDetail.aspx%3FREF%3DAFC-CELE-unk-unk-feed%5Bproduct%5D,http://www.awltovhc.com/image-7232845-10645522,"http://images.celebrateexpress.com/mgen/merchandiser/80907.jpg?zm=250,250,1,0,0",Seasonal>Hanging Decorations: St. Pats>Holidays: Seasonal,,,,,,,,,,,,,,,,YES,New,,4.99
Birthday Express,http://www.birthdayexpress.com,Express Family – Product Catalog Feed,08/31/2013,"48"" Mardi Gras Beads Asst.","beads, mardi gras, mardi gras beads, bulk, purple, gold, green, necklace,",Includes 12 necklaces.,113410,Forum Novelties,55418,721773554186,,USD,2.79,2.79,4.99,,http://www.jdoqocy.com/click-7232845-10645522?url=http%3A%2F%2Fwww.CelebrateExpress.com%2F48-Mardi-Gras-Beads-Asst%2F11125%2FPartyItemDetail.aspx%3FREF%3DAFC-CELE-unk-unk-feed%5Bproduct%5D,http://www.awltovhc.com/image-7232845-10645522,"http://images.celebrateexpress.com/mgen/merchandiser/11125.jpg?zm=250,250,1,0,0",Seasonal>Wearables (Beads/Bandannas/Vests/Leis/Hats/Sunglasses): Mardi Gras>Holidays: Seasonal,,,,,,,,,,,,,,,,YES,New,,4.99
Birthday Express,http://www.birthdayexpress.com,Express Family – Product Catalog Feed,08/31/2013,Ladybugs: Oh So Sweet Baby Personalized Banner,"baby, baby shower, ladybug, personalized,",LadyBug: Oh So Sweet Baby Personalized Banner,191022,Party Destination,191022,,,USD,50.00,50.00,,,http://www.kqzyfj.com/click-7232845-10645522?url=http%3A%2F%2Fwww.CelebrateExpress.com%2FLadybugs-Oh-So-Sweet-Baby-Personalized-Banner%2F71429%2FBannerDetail.aspx%3FREF%3DAFC-CELE-unk-unk-feed%5Bproduct%5D,http://www.awltovhc.com/image-7232845-10645522,"http://images.celebrateexpress.com/mgen/merchandiser/71429.jpg?zm=250,250,1,0,0",Baby Shower>Banners/Signs: Baby Shower/Baptism/Christening>Birthday Party Supplies: Baby Shower,,,,,,,,,,,,,,,,YES,New,,4.99
Birthday Express,http://www.birthdayexpress.com,Express Family – Product Catalog Feed,08/31/2013,10' Fiesta Giant Glitter Fringe Banner,"fiesta, banner, fringe, party supplies, glitter,","Fiesta banner is 11"" H x 10' W. Paper/Foil.",203976,Amscan,128764,013051255978,,USD,3.99,3.99,9.99,,http://www.jdoqocy.com/click-7232845-10645522?url=http%3A%2F%2Fwww.CelebrateExpress.com%2F10-Fiesta-Giant-Glitter-Fringe-Banner%2F76392%2FPartyItemDetail.aspx%3FREF%3DAFC-CELE-unk-unk-feed%5Bproduct%5D,http://www.awltovhc.com/image-7232845-10645522,"http://images.celebrateexpress.com/mgen/merchandiser/76392.jpg?zm=250,250,1,0,0",Classic Themes>Banners/Signs: Fiesta/Cinco de Mayo>Holidays: Classic Themes,,,,,,,,,,,,,,,,YES,New,,4.99
Birthday Express,http://www.birthdayexpress.com,Express Family – Product Catalog Feed,08/31/2013,Shamrock Gleam 'N Burst Centerpiece,"Shamrock Gleam 'N Burst Centerpiece, gleam n burst, st. patrick's day, st. paddy's day","Includes 1 Gleam 'N Burst Centerpiece. 15"" high.",192400,Beistle Company,30805,034689308058,,USD,2.39,2.39,3.19,,http://www.jdoqocy.com/click-7232845-10645522?url=http%3A%2F%2Fwww.CelebrateExpress.com%2FShamrock-Gleam-N-Burst-Centerpiece%2F72319%2FPartyItemDetail.aspx%3FREF%3DAFC-CELE-unk-unk-feed%5Bproduct%5D,http://www.awltovhc.com/image-7232845-10645522,"http://images.celebrateexpress.com/mgen/merchandiser/72319.jpg?zm=250,250,1,0,0",Seasonal>Centerpieces: St. Pats>Holidays: Seasonal,,,,,,,,,,,,,,,,YES,New,,4.99
Birthday Express,http://www.birthdayexpress.com,Express Family – Product Catalog Feed,08/31/2013,Black and White Check Party Supplies,"sports, racing, black and white checkered, black and white check, nascar, car race,",Black and White Check Party Supplies,192404,,,847356021521,,USD,33.89,33.89,,,http://www.anrdoezrs.net/click-7232845-10645522?url=http%3A%2F%2Fwww.CelebrateExpress.com%2FBlack-and-White-Check-Party-Supplies%2F72322%2FPartyKitDetail.aspx%3FREF%3DAFC-CELE-unk-unk-feed%5Bproduct%5D,http://www.awltovhc.com/image-7232845-10645522,"http://images.celebrateexpress.com/mgen/merchandiser/72322.jpg?zm=250,250,1,0,0","View All Party Themes>DELUXE KIT/PACK OR SCENE KIT: Racing, Black and White Check>General Party:",,,,,,,,,,,,,,,,YES,New,,4.99
Birthday Express,http://www.birthdayexpress.com,Express Family – Product Catalog Feed,08/31/2013,Mini Chili Pepper Bead Necklaces,"chili pepper, beads, necklace, fiesta, cinco de mayo, party supplies,","Package includes (6) plastic bead necklaces. 30"" L.",203977,Dillon Importing Co,19-0028CD,734326400281,,USD,2.00,2.00,,,http://www.jdoqocy.com/click-7232845-10645522?url=http%3A%2F%2Fwww.CelebrateExpress.com%2FMini-Chili-Pepper-Bead-Necklaces%2F76393%2FPartyItemDetail.aspx%3FREF%3DAFC-CELE-unk-unk-feed%5Bproduct%5D,http://www.awltovhc.com/image-7232845-10645522,"http://images.celebrateexpress.com/mgen/merchandiser/76393.jpg?zm=250,250,1,0,0",Classic Themes>Wearables (Beads/Bandannas/Vests/Leis/Hats/Sunglasses): Fiesta/Cinco de Mayo>Holidays: Classic Themes,,,,,,,,,,,,,,,,YES,New,,4.99
Birthday Express,http://www.birthdayexpress.com,Express Family – Product Catalog Feed,08/31/2013,Cocoa Floral Lunch Napkins,"cocoa floral, napkin, lunch, floral,","Package includes 16 lunch napkins. Each 2-ply, paper napkin measures 6"" x 6"".",200903,Amscan,519386,048419867227,,USD,2.79,2.79,,,http://www.dpbolvw.net/click-7232845-10645522?url=http%3A%2F%2Fwww.CelebrateExpress.com%2FCocoa-Floral-Lunch-Napkins%2F74025%2FPartyItemDetail.aspx%3FREF%3DAFC-CELE-unk-unk-feed%5Bproduct%5D,http://www.awltovhc.com/image-7232845-10645522,"http://images.celebrateexpress.com/mgen/merchandiser/74025.jpg?zm=250,250,1,0,0",Floral>Lunch Napkins: Florals/General Entertaining>General Party: Floral,,,,,,,,,,,,,,,,YES,New,,4.99
Birthday Express,http://www.birthdayexpress.com,Express Family – Product Catalog Feed,08/31/2013,Fiesta Customizable Giant Sign Banner,"Fiesta Customizable Giant Sign Banner, fiesta, cinco de mayo, mexico, mexican",Includes (1) giant customizable banner.,203975,Amscan,127863,013051255862,,USD,13.00,13.00,,,http://www.jdoqocy.com/click-7232845-10645522?url=http%3A%2F%2Fwww.CelebrateExpress.com%2FFiesta-Customizable-Giant-Sign-Banner%2F76391%2FPartyItemDetail.aspx%3FREF%3DAFC-CELE-unk-unk-feed%5Bproduct%5D,http://www.awltovhc.com/image-7232845-10645522,"http://images.celebrateexpress.com/mgen/merchandiser/76391.jpg?zm=250,250,1,0,0",Classic Themes>Banners/Signs: Fiesta/Cinco de Mayo>Holidays: Classic Themes,,,,,,,,,,,,,,,,YES,New,,4.99
Birthday Express,http://www.birthdayexpress.com,Express Family – Product Catalog Feed,08/31/2013,Cocoa Floral Beverage Napkins,"cocoa floral, napkin, beverage, floral,","Package includes 16 beverage napkins. Each 2-ply, paper napkin measures 5"" x 5"".",200904,Amscan,509386,048419867210,,USD,2.39,2.39,,,http://www.dpbolvw.net/click-7232845-10645522?url=http%3A%2F%2Fwww.CelebrateExpress.com%2FCocoa-Floral-Beverage-Napkins%2F74026%2FPartyItemDetail.aspx%3FREF%3DAFC-CELE-unk-unk-feed%5Bproduct%5D,http://www.awltovhc.com/image-7232845-10645522,"http://images.celebrateexpress.com/mgen/merchandiser/74026.jpg?zm=250,250,1,0,0",Floral>Beverage Napkins: Florals/General Entertaining>General Party: Floral,,,,,,,,,,,,,,,,YES,New,,4.99
Birthday Express,http://www.birthdayexpress.com,Express Family – Product Catalog Feed,08/31/2013,Chili Pepper Whirls,"chili pepper, whirls, fiesta, cinco de mayo, party supplies,","Includes (3) hanging whirls. 30"" H.",203978,Beistle Company,50061,034689500612,,USD,4.00,4.00,,,http://www.jdoqocy.com/click-7232845-10645522?url=http%3A%2F%2Fwww.CelebrateExpress.com%2FChili-Pepper-Whirls%2F76394%2FPartyItemDetail.aspx%3FREF%3DAFC-CELE-unk-unk-feed%5Bproduct%5D,http://www.awltovhc.com/image-7232845-10645522,"http://images.celebrateexpress.com/mgen/merchandiser/76394.jpg?zm=250,250,1,0,0",Classic Themes>Hanging Decorations: Fiesta/Cinco de Mayo>Holidays: Classic Themes,,,,,,,,,,,,,,,,YES,New,,4.99
Birthday Express,http://www.birthdayexpress.com,Express Family – Product Catalog Feed,08/31/2013,Black and White Check Party Supplies,"sports, racing, black and white checkered, black and white check, nascar, car race,",Black and White Check Party Supplies,192405,,,847356026458,,USD,44.89,44.89,,,http://www.kqzyfj.com/click-7232845-10645522?url=http%3A%2F%2Fwww.CelebrateExpress.com%2FBlack-and-White-Check-Party-Supplies%2F72322%2FPartyKitDetail.aspx%3FREF%3DAFC-CELE-unk-unk-feed%5Bproduct%5D,http://www.awltovhc.com/image-7232845-10645522,"http://images.celebrateexpress.com/mgen/merchandiser/72322.jpg?zm=250,250,1,0,0","View All Party Themes>DELUXE KIT/PACK OR SCENE KIT: Racing, Black and White Check>General Party:",,,,,,,,,,,,,,,,YES,New,,4.99
Birthday Express,http://www.birthdayexpress.com,Express Family – Product Catalog Feed,08/31/2013,Aqua Floral Personalized Banner,"aqua floral, cocoa floral, personalized banner,",Includes (1) Personalized Banner,200907,Party Destination,200907,,,USD,26.00,26.00,,,http://www.dpbolvw.net/click-7232845-10645522?url=http%3A%2F%2Fwww.CelebrateExpress.com%2FAqua-Floral-Personalized-Banner%2F74029%2FBannerDetail.aspx%3FREF%3DAFC-CELE-unk-unk-feed%5Bproduct%5D,http://www.awltovhc.com/image-7232845-10645522,"http://images.celebrateexpress.com/mgen/merchandiser/74029.jpg?zm=250,250,1,0,0",Floral>Banners/Signs: Florals/General Entertaining>General Party: Floral,,,,,,,,,,,,,,,,YES,New,,4.99
Birthday Express,http://www.birthdayexpress.com,Express Family – Product Catalog Feed,08/31/2013,Chili Pepper Balloon Weight / Photo Holder,"chili pepper, balloon weight, photo holder, fiesta, cinco de mayo, party supplies,","Includes (1) balloon weight/photo holder. Made of resin. Wire for holding balloons or a photo. Measures approximately 2.5"" high and weighs approximately 6 oz.",203979,Beistle Company,50463,034689504634,,USD,4.00,4.00,,,http://www.dpbolvw.net/click-7232845-10645522?url=http%3A%2F%2Fwww.CelebrateExpress.com%2FChili-Pepper-Balloon-Weight-Photo-Holder%2F76395%2FPartyItemDetail.aspx%3FREF%3DAFC-CELE-unk-unk-feed%5Bproduct%5D,http://www.awltovhc.com/image-7232845-10645522,"http://images.celebrateexpress.com/mgen/merchandiser/76395.jpg?zm=250,250,1,0,0",Classic Themes>Printed Latex Balloons and Balloon Accessories: Fiesta/Cinco de Mayo>Holidays: Classic Themes,,,,,,,,,,,,,,,,YES,New,,4.99
Birthday Express,http://www.birthdayexpress.com,Express Family – Product Catalog Feed,08/31/2013,Totally Fabulous Baby Shower African American Personalized Dinner Plates,"totally fabulous, totally fabulous baby shower, baby shower, Caucasian, personalized, pod, Totally Fabulous Baby Shower African American Dinner Plates, plates, mediaclip",Package includes (8) personalized dinner plates.,220130,Party Destination,220130,,,USD,9.99,9.99,,,http://www.tkqlhce.com/click-7232845-10645522?url=http%3A%2F%2Fwww.CelebrateExpress.com%2FTotally-Fabulous-Baby-Shower-African-American-Personalized-Dinner-Plates%2F81250%2FPersonalizedPartyItemDetail.aspx%3FREF%3DAFC-CELE-unk-unk-feed%5Bproduct%5D,http://www.awltovhc.com/image-7232845-10645522,"http://images.celebrateexpress.com/mgen/merchandiser/81250.jpg?zm=250,250,1,0,0","Baby Shower>9"" Plates (Dinner): Baby Shower/Baptism/Christening>Occasions: Baby Shower",,,,,,,,,,,,,,,,YES,New,,4.99
